experiment,kind,checkpoint_status,action,checkpoint,log_file,line
experiment-3,lsas_eval,BEST,OK,experiments/experiment-3/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-3/logs/eval_lejepa_47866114.out,28
experiment-3,lsas_eval,BEST,OK,experiments/experiment-3/checkpoints/resnet18_supervised_best.pt,experiments/experiment-3/logs/eval_supervised_47862209.err,11
experiment-3,lsas_eval,BEST,OK,experiments/experiment-3/checkpoints/resnet18_supervised_best.pt,experiments/experiment-3/logs/eval_supervised_47862209.out,28
experiment-3,lsas_eval,BEST,OK,experiments/experiment-3/checkpoints/resnet18_supervised_best.pt,experiments/experiment-3/logs/eval_supervised_47863282.out,28
experiment-c10-r18-lejepa,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa/logs/eval_lejepa_predicted_48096127.out,29
experiment-c10-r18-lejepa,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa/logs/eval_lejepa_true_48096130.out,29
experiment-c10-r18-lejepa,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,outputs/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa/logs/feature_spaces_lejepa_48106177.out,3
experiment-c10-r18-lejepa,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,outputs/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa/logs/feature_spaces_lejepa_48107092.out,3
experiment-c10-r18-lejepa,representation,BEST,OK,experiments/experiment-c10-r18-lejepa/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa/logs/repr_lejepa_48096123.out,28
experiment-c10-r18-lejepa-light-config,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-config/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-config/logs/eval_lejepa_predicted_48181100.out,29
experiment-c10-r18-lejepa-light-config,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-config/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-config/logs/eval_lejepa_true_48181137.out,29
experiment-c10-r18-lejepa-light-config,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,outputs/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-config/logs/feature_spaces_lejepa_48181099.out,3
experiment-c10-r18-lejepa-light-config,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-light-config/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-config/logs/feature_spaces_lejepa_48189225.out,4
experiment-c10-r18-lejepa-light-config,representation,BEST,OK,experiments/experiment-c10-r18-lejepa-light-config/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-config/logs/repr_lejepa_48181096.out,28
experiment-c10-r18-lejepa-light-v3,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/eval_lejepa_predicted_48210500.out,29
experiment-c10-r18-lejepa-light-v3,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/eval_lejepa_true_48210501.out,29
experiment-c10-r18-lejepa-light-v3,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/feature_spaces_lejepa_48210499.out,2
experiment-c10-r18-lejepa-light-v3,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/feature_spaces_lejepa_48210499.out,5
experiment-c10-r18-lejepa-light-v3,representation,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/repr_lejepa_48210497.out,28
experiment-c10-r18-lejepa-light-v3,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,442
experiment-c10-r18-lejepa-light-v3,train,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_loss_best.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,444
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,446
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,448
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,450
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,452
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,454
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_120.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,456
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,458
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,460
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_180.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,462
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_200.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,464
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_220.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,466
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_240.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,468
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_260.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,470
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_280.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,472
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_300.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,474
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_320.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,476
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_340.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,478
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_360.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,480
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_380.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,482
experiment-c10-r18-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_epoch_400.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,484
experiment-c10-r18-lejepa-light-v3,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,487
experiment-c10-r18-lejepa-light-v3,train,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3/checkpoints/resnet18_lejepa_backbone_best.pt,experiments/experiment-c10-r18-lejepa-light-v3/logs/train_lejepa_48198425.out,490
experiment-c10-r18-lejepa-light-v3-sig-005,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/eval_lejepa_predicted_48210512.out,29
experiment-c10-r18-lejepa-light-v3-sig-005,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/eval_lejepa_true_48210516.out,29
experiment-c10-r18-lejepa-light-v3-sig-005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/feature_spaces_lejepa_48210511.out,2
experiment-c10-r18-lejepa-light-v3-sig-005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/feature_spaces_lejepa_48210511.out,5
experiment-c10-r18-lejepa-light-v3-sig-005,representation,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/repr_lejepa_48210509.out,28
experiment-c10-r18-lejepa-light-v3-sig-005,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,442
experiment-c10-r18-lejepa-light-v3-sig-005,train,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_loss_best.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,444
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,446
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,448
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,450
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,452
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,454
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_120.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,456
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,458
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,460
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_180.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,462
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_200.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,464
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_220.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,466
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_240.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,468
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_260.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,470
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_280.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,472
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_300.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,474
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_320.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,476
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_340.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,478
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_360.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,480
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_380.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,482
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_400.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,484
experiment-c10-r18-lejepa-light-v3-sig-005,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_epoch_360.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,487
experiment-c10-r18-lejepa-light-v3-sig-005,train,BEST,OK,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/checkpoints/resnet18_lejepa_backbone_best.pt,experiments/experiment-c10-r18-lejepa-light-v3-sig-005/logs/train_lejepa_48198479.out,490
experiment-c10-r18-lejepa-v3-sigreg-003,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/eval_lejepa_predicted_48218071.out,29
experiment-c10-r18-lejepa-v3-sigreg-003,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/eval_lejepa_true_48218073.out,29
experiment-c10-r18-lejepa-v3-sigreg-003,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/feature_spaces_lejepa_48218070.out,2
experiment-c10-r18-lejepa-v3-sigreg-003,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/feature_spaces_lejepa_48218070.out,5
experiment-c10-r18-lejepa-v3-sigreg-003,representation,BEST,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/repr_lejepa_48218067.out,28
experiment-c10-r18-lejepa-v3-sigreg-003,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,442
experiment-c10-r18-lejepa-v3-sigreg-003,train,BEST,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_loss_best.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,444
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,446
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,448
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,450
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,452
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,454
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_120.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,456
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,458
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,460
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_180.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,462
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_200.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,464
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_220.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,466
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_240.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,468
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_260.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,470
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_280.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,472
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_300.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,474
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_320.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,476
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_340.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,478
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_360.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,480
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_380.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,482
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_400.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,484
experiment-c10-r18-lejepa-v3-sigreg-003,train,EPOCH,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_epoch_360.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,487
experiment-c10-r18-lejepa-v3-sigreg-003,train,BEST,OK,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_best.pt,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/logs/train_lejepa_48213933.out,490
experiment-c10-r18-lejepa-v4-local-crops,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-v4-local-crops/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-v4-local-crops/logs/eval_lejepa_predicted_48224822.out,29
experiment-c10-r18-lejepa-v4-local-crops,lsas_eval,BEST,OK,experiments/experiment-c10-r18-lejepa-v4-local-crops/checkpoints/resnet18_lejepa_probe_best.pt,experiments/experiment-c10-r18-lejepa-v4-local-crops/logs/eval_lejepa_true_48224825.out,29
experiment-c10-r18-lejepa-v4-local-crops,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-r18-lejepa-v4-local-crops/checkpoints/resnet18_lejepa_backbone_last.pt,experiments/experiment-c10-r18-lejepa-v4-local-crops/logs/feature_spaces_lejepa_48224820.out,2
